nba_player_id,1_2_Court_Att.,1_2_Court_Md.,Corner_3s_3Ppct,Corner_3s_pct3PA,Dunks_#,Dunks_pctFGA,FGpct_by_Distance_0-3,FGpct_by_Distance_10-16,FGpct_by_Distance_16-3P,FGpct_by_Distance_2P,FGpct_by_Distance_3-10,FGpct_by_Distance_3P,pct_of_FGA_by_Distance_0-3,pct_of_FGA_by_Distance_10-16,pct_of_FGA_by_Distance_16-3P,pct_of_FGA_by_Distance_2P,pct_of_FGA_by_Distance_3-10,pct_of_FGA_by_Distance_3P,pct_of_FG_Ast'd_2P,pct_of_FG_Ast'd_3P
anderal01,0.0,0.0,0.472,0.621,11.0,0.066,0.537,0.375,0.242,0.415,0.267,0.414,0.37,0.044,0.182,0.68,0.083,0.32,0.569,0.875
anderal01,1.0,0.0,0.375,0.4,0.0,0.012,0.613,0.714,0.353,0.525,0.333,0.25,0.383,0.086,0.21,0.753,0.074,0.247,0.406,1.0
anderal01,,,,,,,,,,,,,,,,,,,,
anderal01,,,,,,,,,,,,,,,,,,,,
anderal01,,,,,,,,,,,,,,,,,,,,
anderal01,,,,,,,,,,,,,,,,,,,,
anderal01,0.0,0.0,0.4,0.246,3.0,0.028,0.619,0.2,0.367,0.383,0.267,0.393,0.148,0.106,0.211,0.57,0.106,0.43,0.452,0.875
anderal01,0.0,0.0,0.359,0.323,5.0,0.008,0.681,0.409,0.227,0.426,0.372,0.333,0.148,0.107,0.143,0.537,0.14,0.463,0.447,0.853
anderal01,2.0,0.0,0.281,0.359,9.0,0.019,0.659,0.4,0.386,0.464,0.238,0.339,0.181,0.103,0.118,0.489,0.087,0.511,0.436,0.893
anderal01,5.0,0.0,0.429,0.367,10.0,0.025,0.683,0.452,0.297,0.53,0.449,0.348,0.23,0.095,0.084,0.523,0.111,0.477,0.541,0.822
anderal01,1.0,0.0,0.375,0.216,0.0,0.0,0.556,0.333,0.5,0.409,0.2,0.324,0.153,0.102,0.034,0.373,0.085,0.627,0.333,1.0
anderal01,0.0,0.0,0.25,0.364,0.0,0.0,0.857,0.143,0.25,0.444,0.143,0.318,0.175,0.088,0.1,0.45,0.088,0.55,0.563,0.857
anderal01,9.0,0.0,0.364,0.354,38.0,0.02,0.649,0.398,0.298,0.457,0.338,0.344,0.202,0.096,0.131,0.538,0.108,0.462,0.479,0.867
anderal01,2.0,0.0,0.364,0.354,9.0,0.02,0.649,0.398,0.298,0.457,0.338,0.344,0.202,0.096,0.131,0.538,0.108,0.462,0.479,0.867
anderal01,,,,,,,,,,,,,,,,,,,,
anderal01,7.0,0.0,0.349,0.362,19.0,0.022,0.672,0.424,0.351,0.497,0.352,0.343,0.204,0.099,0.102,0.505,0.098,0.495,0.491,0.86
anderal01,0.0,0.0,0.364,0.309,8.0,0.012,0.67,0.37,0.263,0.417,0.356,0.344,0.148,0.107,0.156,0.544,0.133,0.456,0.448,0.857
anderal01,1.0,0.0,0.455,0.564,11.0,0.05,0.561,0.533,0.28,0.451,0.286,0.372,0.374,0.057,0.191,0.702,0.08,0.298,0.506,0.897
anderal01,0.0,0.0,0.25,0.364,0.0,0.0,0.857,0.143,0.25,0.444,0.143,0.318,0.175,0.088,0.1,0.45,0.088,0.55,0.563,0.857
anderal01,1.0,0.0,0.375,0.216,0.0,0.0,0.556,0.333,0.5,0.409,0.2,0.324,0.153,0.102,0.034,0.373,0.085,0.627,0.333,1.0
ayongu01,0.0,0.0,,,12.0,0.05,0.653,0.382,0.25,0.538,0.429,0.0,0.575,0.13,0.077,0.996,0.215,0.004,,
ayongu01,0.0,0.0,,,5.0,0.03,0.687,0.267,0.368,0.551,0.382,,0.593,0.09,0.114,1.0,0.204,0.0,,
ayongu01,0.0,0.0,,,3.0,0.024,0.653,0.333,0.313,0.536,0.409,,0.6,0.096,0.128,1.0,0.176,0.0,,
ayongu01,0.0,0.0,,,2.0,0.048,0.792,0.0,0.667,0.595,0.333,,0.571,0.071,0.071,1.0,0.286,0.0,,
ayongu01,0.0,0.0,,,4.0,0.039,0.528,0.25,0.571,0.51,0.533,,0.706,0.078,0.069,1.0,0.147,0.0,,
ayongu01,0.0,0.0,,,21.0,0.042,0.636,0.333,0.348,0.537,0.429,0.0,0.606,0.108,0.087,0.998,0.198,0.002,,
ayongu01,0.0,0.0,,,13.0,0.042,0.636,0.333,0.348,0.537,0.429,0.0,0.606,0.108,0.087,0.998,0.198,0.002,,
ayongu01,,,,,,,,,,,,,,,,,,,,
ayongu01,0.0,0.0,,,12.0,0.05,0.653,0.382,0.25,0.538,0.429,0.0,0.575,0.13,0.077,0.996,0.215,0.004,,
ayongu01,0.0,0.0,,,3.0,0.024,0.653,0.333,0.313,0.536,0.409,,0.6,0.096,0.128,1.0,0.176,0.0,,
ayongu01,0.0,0.0,,,4.0,0.039,0.528,0.25,0.571,0.51,0.533,,0.706,0.078,0.069,1.0,0.147,0.0,,
ayongu01,0.0,0.0,,,2.0,0.048,0.792,0.0,0.667,0.595,0.333,,0.571,0.071,0.071,1.0,0.286,0.0,,
azubuke01,0.0,0.0,0.455,0.278,10.0,0.05,0.622,0.364,0.37,0.454,0.138,0.43,0.336,0.05,0.123,0.641,0.132,0.359,0.531,0.971
azubuke01,0.0,0.0,0.362,0.354,20.0,0.036,0.562,0.366,0.387,0.485,0.43,0.364,0.346,0.07,0.106,0.668,0.147,0.332,0.547,0.972
azubuke01,0.0,0.0,0.444,0.257,31.0,0.039,0.609,0.258,0.391,0.469,0.333,0.448,0.351,0.073,0.185,0.751,0.142,0.249,0.473,0.947
azubuke01,0.0,0.0,0.5,0.296,12.0,0.136,0.784,0.25,0.3,0.623,0.5,0.37,0.42,0.045,0.114,0.693,0.114,0.307,0.553,0.9
azubuke01,,,,,,,,,,,,,,,,,,,,
azubuke01,0.0,0.0,1.0,0.333,1.0,0.125,1.0,,0.0,0.4,0.0,0.333,0.25,0.0,0.25,0.625,0.125,0.375,0.5,1.0
azubuke01,0.0,0.0,0.416,0.3,74.0,0.045,0.607,0.305,0.381,0.48,0.35,0.409,0.351,0.068,0.147,0.706,0.141,0.294,0.508,0.957
azubuke01,0.0,0.0,0.416,0.3,29.0,0.045,0.607,0.305,0.381,0.48,0.35,0.409,0.351,0.068,0.147,0.706,0.141,0.294,0.508,0.957
azubuke01,,,,,,,,,,,,,,,,,,,,
azubuke01,0.0,0.0,0.412,0.299,73.0,0.044,0.606,0.305,0.384,0.48,0.351,0.409,0.351,0.068,0.147,0.706,0.141,0.294,0.508,0.957
azubuke01,0.0,0.0,1.0,0.333,1.0,0.125,1.0,,0.0,0.4,0.0,0.333,0.25,0.0,0.25,0.625,0.125,0.375,0.5,1.0
bensoke02,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
bensoke02,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
bensoke02,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
biyombi01,0.0,0.0,,,40.0,0.162,0.619,0.219,0.125,0.464,0.354,,0.5,0.115,0.029,1.0,0.356,0.0,,
biyombi01,0.0,0.0,,,57.0,0.197,0.58,0.269,0.3,0.451,0.273,,0.578,0.075,0.029,1.0,0.318,0.0,,
biyombi01,0.0,0.0,,,37.0,0.257,0.737,0.417,0.0,0.611,0.371,,0.66,0.083,0.014,1.0,0.243,0.0,,
biyombi01,0.0,0.0,,,43.0,0.242,0.657,0.25,0.0,0.543,0.233,,0.737,0.022,0.011,1.0,0.231,0.0,,
biyombi01,0.0,0.0,,0.0,78.0,0.299,0.64,0.448,0.3,0.544,0.322,0.0,0.656,0.101,0.035,0.997,0.205,0.003,,
biyombi01,0.0,0.0,,,69.0,0.23,0.68,0.346,0.1,0.528,0.324,,0.581,0.077,0.029,1.0,0.319,0.0,,
biyombi01,0.0,0.0,,0.0,81.0,0.247,0.713,0.302,0.273,0.521,0.303,0.0,0.534,0.122,0.031,0.997,0.31,0.003,,
biyombi01,0.0,0.0,,,32.0,0.231,0.673,0.385,0.286,0.571,0.4,,0.647,0.083,0.045,1.0,0.224,0.0,,
biyombi01,0.0,0.0,,,56.0,0.212,0.702,0.278,0.0,0.543,0.315,,0.604,0.065,0.011,1.0,0.32,0.0,,
biyombi01,0.0,0.0,0.0,1.0,70.0,0.318,0.692,0.333,0.0,0.589,0.355,0.0,0.698,0.037,0.004,0.996,0.256,0.004,,
biyombi01,0.0,0.0,,,34.0,0.234,0.747,0.25,0.0,0.593,0.474,,0.517,0.083,0.007,1.0,0.393,0.0,,
biyombi01,0.0,0.0,,,42.0,0.214,0.814,0.421,,0.578,0.406,,0.417,0.092,0.0,1.0,0.49,0.0,,
biyombi01,0.0,0.0,,,24.0,0.198,0.719,0.0,,0.565,0.424,,0.489,0.008,0.0,1.0,0.504,0.0,,
biyombi01,0.0,0.0,,,24.0,0.21,0.724,0.0,,0.563,0.417,,0.487,0.008,0.0,1.0,0.504,0.0,,
biyombi01,0.0,0.0,,,0.0,0.083,0.667,,,0.583,0.5,,0.5,0.0,0.0,1.0,0.5,0.0,,
biyombi01,0.0,0.0,,,11.0,0.123,0.698,0.1,,0.588,0.569,,0.465,0.088,0.0,1.0,0.447,0.0,,
biyombi01,0.0,0.0,,,5.0,0.357,0.778,,,0.571,0.2,,0.643,0.0,0.0,1.0,0.357,0.0,,
biyombi01,0.0,0.0,0.0,0.333,679.0,0.23,0.679,0.315,0.2,0.537,0.355,0.0,0.581,0.079,0.02,0.999,0.32,0.001,,
biyombi01,0.0,0.0,0.0,0.333,62.0,0.23,0.679,0.315,0.2,0.537,0.355,0.0,0.581,0.079,0.02,0.999,0.32,0.001,,
biyombi01,,,,,,,,,,,,,,,,,,,,
biyombi01,0.0,0.0,0.0,1.0,335.0,0.225,0.659,0.289,0.182,0.525,0.321,0.0,0.619,0.07,0.02,0.999,0.29,0.001,,
biyombi01,0.0,0.0,,0.0,150.0,0.239,0.696,0.319,0.19,0.525,0.313,0.0,0.557,0.1,0.03,0.999,0.314,0.001,,
biyombi01,0.0,0.0,,,76.0,0.222,0.783,0.355,0.0,0.584,0.43,,0.459,0.088,0.003,1.0,0.45,0.0,,
biyombi01,0.0,0.0,,,16.0,0.148,0.71,0.1,,0.586,0.536,,0.484,0.078,0.0,1.0,0.438,0.0,,
biyombi01,0.0,0.0,,0.0,78.0,0.299,0.64,0.448,0.3,0.544,0.322,0.0,0.656,0.101,0.035,0.997,0.205,0.003,,
biyombi01,0.0,0.0,,,24.0,0.21,0.724,0.0,,0.563,0.417,,0.487,0.008,0.0,1.0,0.504,0.0,,
biyombi01,0.0,0.0,,,0.0,0.083,0.667,,,0.583,0.5,,0.5,0.0,0.0,1.0,0.5,0.0,,
brookma01,0.0,0.0,0.37,0.18,12.0,0.02,0.592,0.38,0.372,0.463,0.486,0.313,0.222,0.156,0.214,0.766,0.173,0.234,0.286,0.66
brookma01,0.0,0.0,0.071,0.255,17.0,0.054,0.696,0.353,0.325,0.5,0.437,0.273,0.304,0.152,0.119,0.836,0.26,0.164,0.35,0.867
brookma01,0.0,0.0,0.667,0.12,4.0,0.032,0.636,0.214,0.111,0.44,0.514,0.52,0.264,0.112,0.144,0.8,0.28,0.2,0.295,0.692
brookma01,0.0,0.0,,0.0,0.0,0.0,0.667,0.5,0.167,0.35,0.167,0.5,0.25,0.083,0.25,0.833,0.25,0.167,0.429,0.5
brookma01,0.0,0.0,,0.0,1.0,0.077,0.75,0.0,0.0,0.455,0.5,0.0,0.308,0.154,0.077,0.846,0.308,0.154,0.4,
brookma01,0.0,0.0,0.667,0.158,3.0,0.034,0.609,0.2,0.091,0.464,0.6,0.579,0.261,0.114,0.125,0.784,0.284,0.216,0.25,0.727
brookma01,,,,,,,,,,,,,,,,,,,,
brookma01,,,,,,,,,,,,,,,,,,,,
brookma01,,,,,,,,,,,,,,,,,,,,
brookma01,0.0,0.0,0.5,0.063,1.0,0.01,0.545,0.538,0.143,0.457,0.524,0.594,0.216,0.127,0.137,0.686,0.206,0.314,0.219,0.263
brookma01,0.0,0.0,0.333,0.111,3.0,0.024,0.78,0.5,0.25,0.53,0.385,0.278,0.243,0.166,0.118,0.68,0.154,0.32,0.279,0.533
brookma01,0.0,0.0,0.308,0.165,37.0,0.029,0.647,0.388,0.319,0.478,0.468,0.345,0.248,0.15,0.167,0.77,0.204,0.23,0.3,0.606
brookma01,0.0,0.0,0.308,0.165,15.0,0.029,0.647,0.388,0.319,0.478,0.468,0.345,0.248,0.15,0.167,0.77,0.204,0.23,0.3,0.606
brookma01,,,,,,,,,,,,,,,,,,,,
brookma01,0.0,0.0,0.268,0.2,29.0,0.032,0.635,0.371,0.362,0.477,0.465,0.302,0.25,0.155,0.182,0.79,0.203,0.21,0.311,0.71
brookma01,0.0,0.0,0.375,0.093,4.0,0.018,0.698,0.512,0.206,0.503,0.447,0.395,0.232,0.151,0.125,0.683,0.173,0.317,0.258,0.382
brookma01,0.0,0.0,0.667,0.158,3.0,0.034,0.609,0.2,0.091,0.464,0.6,0.579,0.261,0.114,0.125,0.784,0.284,0.216,0.25,0.727
brookma01,0.0,0.0,,0.0,0.0,0.0,0.667,0.5,0.167,0.35,0.167,0.5,0.25,0.083,0.25,0.833,0.25,0.167,0.429,0.5
brookma01,0.0,0.0,,0.0,1.0,0.077,0.75,0.0,0.0,0.455,0.5,0.0,0.308,0.154,0.077,0.846,0.308,0.154,0.4,
burksal01,2.0,0.0,0.333,0.267,17.0,0.05,0.638,0.273,0.333,0.442,0.269,0.333,0.364,0.062,0.261,0.874,0.188,0.126,0.514,0.867
burksal01,0.0,0.0,0.375,0.174,19.0,0.049,0.615,0.238,0.378,0.439,0.267,0.359,0.302,0.054,0.253,0.763,0.155,0.237,0.423,0.848
burksal01,9.0,0.0,0.395,0.266,28.0,0.037,0.644,0.42,0.358,0.48,0.354,0.35,0.342,0.06,0.229,0.828,0.197,0.172,0.327,0.82
burksal01,2.0,0.0,0.471,0.25,9.0,0.033,0.494,0.28,0.403,0.409,0.34,0.382,0.29,0.083,0.223,0.773,0.177,0.227,0.316,0.769
burksal01,2.0,0.0,0.429,0.354,8.0,0.024,0.57,0.341,0.306,0.412,0.321,0.405,0.278,0.132,0.186,0.763,0.168,0.237,0.238,0.625
burksal01,0.0,0.0,0.393,0.368,4.0,0.028,0.388,0.552,0.333,0.43,0.478,0.329,0.27,0.117,0.121,0.694,0.185,0.306,0.311,0.8
burksal01,1.0,0.0,0.304,0.162,18.0,0.046,0.635,0.37,0.368,0.452,0.303,0.331,0.251,0.13,0.092,0.657,0.184,0.343,0.431,0.66
burksal01,2.0,0.0,0.364,0.196,11.0,0.025,0.596,0.238,0.304,0.428,0.317,0.363,0.287,0.089,0.097,0.646,0.173,0.354,0.42,0.77
burksal01,1.0,0.0,0.0,0.116,2.0,0.018,0.727,0.1,0.3,0.437,0.167,0.372,0.289,0.088,0.088,0.623,0.158,0.377,0.548,0.688
burksal01,1.0,0.0,0.462,0.218,7.0,0.024,0.531,0.276,0.306,0.412,0.35,0.378,0.282,0.085,0.106,0.65,0.176,0.35,0.363,0.8
burksal01,0.0,0.0,0.0,0.333,2.0,0.1,0.857,0.333,,0.643,0.5,0.0,0.35,0.15,0.0,0.7,0.2,0.3,0.556,
burksal01,1.0,0.0,0.464,0.186,10.0,0.013,0.565,0.42,0.379,0.439,0.341,0.385,0.201,0.13,0.113,0.608,0.164,0.392,0.424,0.681
burksal01,1.0,0.0,0.395,0.17,8.0,0.013,0.516,0.39,0.408,0.424,0.347,0.375,0.213,0.128,0.118,0.627,0.168,0.373,0.475,0.726
burksal01,0.0,0.0,0.611,0.234,2.0,0.012,0.808,0.522,0.25,0.5,0.32,0.416,0.156,0.138,0.096,0.539,0.15,0.461,0.244,0.563
burksal01,0.0,0.0,0.473,0.301,0.0,0.0,0.507,0.422,0.375,0.425,0.377,0.415,0.146,0.128,0.096,0.508,0.138,0.492,0.426,0.686
burksal01,0.0,0.0,0.432,0.226,3.0,0.004,0.444,0.358,0.375,0.378,0.342,0.404,0.124,0.111,0.066,0.466,0.165,0.534,0.43,0.752
burksal01,0.0,0.0,0.49,0.213,1.0,0.002,0.65,0.464,0.4,0.459,0.409,0.414,0.087,0.122,0.12,0.479,0.144,0.521,0.307,0.657
burksal01,0.0,0.0,0.366,0.282,0.0,0.0,0.469,0.38,0.295,0.36,0.307,0.376,0.086,0.125,0.077,0.42,0.132,0.58,0.5,0.782
burksal01,0.0,0.0,0.391,0.279,0.0,0.0,0.536,0.463,0.343,0.384,0.273,0.401,0.069,0.101,0.086,0.392,0.135,0.608,0.541,0.788
burksal01,0.0,0.0,0.292,0.289,0.0,0.0,0.381,0.267,0.111,0.313,0.4,0.301,0.129,0.184,0.055,0.491,0.123,0.509,0.4,0.76
burksal01,1.0,0.0,0.406,0.488,0.0,0.0,0.5,0.545,0.5,0.422,0.296,0.425,0.059,0.041,0.037,0.236,0.1,0.764,0.556,0.955
burksal01,,,,,,,,,,,,,,,,,,,,
burksal01,,,,,,,,,,,,,,,,,,,,
burksal01,20.0,0.0,0.416,0.261,128.0,0.021,0.575,0.384,0.359,0.433,0.338,0.386,0.217,0.101,0.138,0.62,0.164,0.38,0.391,0.752
burksal01,2.0,0.0,0.416,0.261,13.0,0.021,0.575,0.384,0.359,0.433,0.338,0.386,0.217,0.101,0.138,0.62,0.164,0.38,0.391,0.752
burksal01,,,,,,,,,,,,,,,,,,,,
burksal01,17.0,0.0,0.377,0.243,105.0,0.038,0.601,0.357,0.355,0.446,0.326,0.355,0.306,0.085,0.197,0.77,0.181,0.23,0.372,0.754
burksal01,0.0,0.0,0.43,0.259,3.0,0.002,0.462,0.366,0.352,0.388,0.359,0.396,0.132,0.126,0.075,0.484,0.15,0.516,0.425,0.729
burksal01,0.0,0.0,0.433,0.247,1.0,0.001,0.603,0.464,0.378,0.427,0.347,0.407,0.079,0.112,0.104,0.438,0.14,0.562,0.395,0.722
burksal01,1.0,0.0,0.406,0.488,0.0,0.0,0.5,0.545,0.5,0.422,0.296,0.425,0.059,0.041,0.037,0.236,0.1,0.764,0.556,0.955
burksal01,1.0,0.0,0.395,0.17,8.0,0.013,0.516,0.39,0.408,0.424,0.347,0.375,0.213,0.128,0.118,0.627,0.168,0.373,0.475,0.726
burksal01,1.0,0.0,0.462,0.218,7.0,0.024,0.531,0.276,0.306,0.412,0.35,0.378,0.282,0.085,0.106,0.65,0.176,0.35,0.363,0.8
burksal01,0.0,0.0,0.611,0.234,2.0,0.012,0.808,0.522,0.25,0.5,0.32,0.416,0.156,0.138,0.096,0.539,0.15,0.461,0.244,0.563
burksal01,0.0,0.0,0.0,0.333,2.0,0.1,0.857,0.333,,0.643,0.5,0.0,0.35,0.15,0.0,0.7,0.2,0.3,0.556,
butleji01,0.0,0.0,0.333,0.273,3.0,0.063,0.5,0.571,0.353,0.441,0.375,0.182,0.354,0.089,0.215,0.861,0.203,0.139,0.633,1.0
butleji01,3.0,0.0,0.365,0.6,45.0,0.092,0.68,0.275,0.347,0.489,0.224,0.381,0.391,0.078,0.23,0.795,0.096,0.205,0.638,0.975
butleji01,4.0,0.0,0.431,0.3,29.0,0.043,0.596,0.407,0.358,0.457,0.204,0.283,0.3,0.085,0.198,0.654,0.071,0.346,0.594,0.985
butleji01,2.0,0.0,0.447,0.244,49.0,0.058,0.624,0.427,0.373,0.484,0.345,0.378,0.336,0.121,0.212,0.788,0.121,0.212,0.569,0.918
butleji01,6.0,1.0,0.361,0.176,69.0,0.071,0.673,0.36,0.385,0.489,0.363,0.312,0.313,0.131,0.236,0.802,0.12,0.198,0.441,0.719
butleji01,3.0,0.0,0.553,0.153,44.0,0.038,0.612,0.376,0.366,0.477,0.513,0.367,0.282,0.164,0.232,0.802,0.125,0.198,0.365,0.637
butleji01,2.0,0.0,0.439,0.205,41.0,0.047,0.662,0.432,0.385,0.509,0.49,0.35,0.251,0.208,0.155,0.783,0.168,0.217,0.332,0.757
butleji01,1.0,0.0,0.348,0.238,69.0,0.079,0.716,0.404,0.321,0.494,0.311,0.347,0.315,0.156,0.148,0.787,0.167,0.213,0.481,0.672
butleji01,1.0,0.0,0.5,0.267,12.0,0.076,0.702,0.423,0.333,0.509,0.333,0.378,0.299,0.166,0.076,0.713,0.172,0.287,0.333,0.529
butleji01,0.0,0.0,0.294,0.23,57.0,0.079,0.718,0.4,0.32,0.491,0.306,0.338,0.319,0.154,0.163,0.802,0.166,0.198,0.51,0.72
butleji01,4.0,0.0,0.217,0.193,55.0,0.074,0.655,0.386,0.278,0.495,0.426,0.244,0.34,0.15,0.095,0.843,0.257,0.157,0.402,0.552
butleji01,2.0,0.0,0.265,0.333,39.0,0.053,0.722,0.426,0.362,0.538,0.441,0.245,0.327,0.166,0.079,0.861,0.289,0.139,0.358,0.68
butleji01,2.0,0.0,0.278,0.466,38.0,0.051,0.706,0.468,0.327,0.52,0.422,0.233,0.296,0.191,0.066,0.86,0.286,0.14,0.369,0.778
butleji01,1.0,0.0,0.345,0.534,54.0,0.068,0.703,0.5,0.408,0.564,0.492,0.35,0.314,0.158,0.055,0.884,0.341,0.116,0.377,0.694
butleji01,0.0,0.0,0.443,0.483,41.0,0.057,0.679,0.391,0.409,0.519,0.465,0.414,0.267,0.139,0.055,0.817,0.356,0.183,0.452,0.8
butleji01,2.0,0.0,0.385,0.5,52.0,0.092,0.741,0.487,0.214,0.546,0.43,0.308,0.317,0.127,0.047,0.826,0.335,0.174,0.554,0.875
butleji01,1.0,0.0,0.429,0.583,26.0,0.099,0.758,0.486,0.222,0.568,0.432,0.361,0.361,0.133,0.034,0.863,0.335,0.137,0.519,0.846
butleji01,1.0,0.0,0.355,0.456,26.0,0.087,0.723,0.488,0.211,0.526,0.429,0.279,0.281,0.123,0.057,0.796,0.335,0.204,0.586,0.895
butleji01,0.0,0.0,0.432,0.435,30.0,0.067,0.741,0.375,0.13,0.552,0.479,0.376,0.342,0.121,0.05,0.816,0.303,0.184,0.505,0.719
butleji01,32.0,1.0,0.386,0.309,658.0,0.061,0.674,0.416,0.356,0.508,0.43,0.33,0.309,0.147,0.141,0.809,0.209,0.191,0.443,0.775
butleji01,3.0,0.0,0.386,0.309,59.0,0.061,0.674,0.416,0.356,0.508,0.43,0.33,0.309,0.147,0.141,0.809,0.209,0.191,0.443,0.775
butleji01,,,,,,,,,,,,,,,,,,,,
butleji01,18.0,1.0,0.425,0.258,239.0,0.057,0.634,0.381,0.368,0.479,0.377,0.337,0.317,0.124,0.223,0.776,0.112,0.224,0.492,0.825
butleji01,10.0,0.0,0.342,0.414,253.0,0.063,0.698,0.442,0.345,0.531,0.451,0.306,0.312,0.159,0.067,0.854,0.309,0.146,0.399,0.726
butleji01,3.0,0.0,0.453,0.216,53.0,0.051,0.669,0.431,0.381,0.509,0.467,0.355,0.258,0.202,0.144,0.773,0.169,0.227,0.333,0.713
butleji01,1.0,0.0,0.397,0.444,56.0,0.075,0.734,0.423,0.167,0.541,0.456,0.333,0.317,0.122,0.053,0.808,0.317,0.192,0.537,0.784
butleji01,0.0,0.0,0.294,0.23,57.0,0.079,0.718,0.4,0.32,0.491,0.306,0.338,0.319,0.154,0.163,0.802,0.166,0.198,0.51,0.72
byarsde01,,,,,,,,,,,,,,,,,,,,
byarsde01,,,,,,,,,,,,,,,,,,,,
byarsde01,,,,,,,,,,,,,,,,,,,,
byarsde01,,,,,,,,,,,,,,,,,,,,
byarsde01,0.0,0.0,0.0,0.333,0.0,0.0,0.75,,,0.6,0.0,0.0,0.364,0.0,0.0,0.455,0.091,0.545,,
byarsde01,0.0,0.0,0.0,0.333,0.0,0.0,0.75,,,0.6,0.0,0.0,0.364,0.0,0.0,0.455,0.091,0.545,,
byarsde01,0.0,0.0,0.0,0.333,0.0,0.0,0.75,,,0.6,0.0,0.0,0.364,0.0,0.0,0.455,0.091,0.545,,
coleno01,1.0,0.0,0.333,0.276,1.0,0.002,0.523,0.395,0.364,0.417,0.281,0.276,0.336,0.084,0.269,0.831,0.142,0.169,0.321,0.81
coleno01,1.0,0.0,0.319,0.48,4.0,0.012,0.543,0.379,0.385,0.44,0.256,0.357,0.355,0.068,0.245,0.769,0.101,0.231,0.368,0.857
coleno01,0.0,0.0,0.375,0.552,3.0,0.006,0.522,0.28,0.432,0.451,0.346,0.345,0.322,0.05,0.176,0.652,0.104,0.348,0.279,0.983
coleno01,1.0,0.0,0.288,0.295,2.0,0.004,0.537,0.442,0.445,0.458,0.316,0.313,0.244,0.093,0.246,0.685,0.102,0.315,0.4,0.836
coleno01,0.0,0.0,0.172,0.284,1.0,0.003,0.538,0.429,0.377,0.446,0.323,0.265,0.297,0.069,0.199,0.667,0.101,0.333,0.407,0.852
coleno01,1.0,0.0,0.435,0.311,1.0,0.004,0.533,0.452,0.5,0.472,0.308,0.378,0.179,0.123,0.302,0.706,0.103,0.294,0.393,0.821
coleno01,0.0,0.0,0.474,0.186,5.0,0.01,0.495,0.431,0.394,0.427,0.4,0.324,0.209,0.105,0.351,0.789,0.124,0.211,0.258,0.879
coleno01,0.0,0.0,1.0,0.077,0.0,0.0,0.333,0.286,0.333,0.333,0.375,0.231,0.173,0.135,0.288,0.75,0.154,0.25,0.231,1.0
coleno01,,,,,,,,,,,,,,,,,,,,
coleno01,3.0,0.0,0.352,0.369,15.0,0.006,0.523,0.396,0.402,0.436,0.324,0.324,0.287,0.082,0.257,0.741,0.115,0.259,0.325,0.889
coleno01,1.0,0.0,0.352,0.369,3.0,0.006,0.523,0.396,0.402,0.436,0.324,0.324,0.287,0.082,0.257,0.741,0.115,0.259,0.325,0.889
coleno01,,,,,,,,,,,,,,,,,,,,
coleno01,2.0,0.0,0.326,0.429,9.0,0.006,0.531,0.372,0.388,0.437,0.3,0.318,0.33,0.067,0.222,0.732,0.113,0.268,0.336,0.902
coleno01,1.0,0.0,0.452,0.239,6.0,0.008,0.507,0.439,0.427,0.441,0.372,0.347,0.198,0.111,0.334,0.761,0.117,0.239,0.304,0.852
coleno01,0.0,0.0,1.0,0.077,0.0,0.0,0.333,0.286,0.333,0.333,0.375,0.231,0.173,0.135,0.288,0.75,0.154,0.25,0.231,1.0
curryed01,0.0,0.0,,,71.0,0.212,0.615,0.293,0.333,0.501,0.303,,0.634,0.109,0.056,1.0,0.202,0.0,0.688,
curryed01,0.0,0.0,,,98.0,0.185,0.673,0.346,0.273,0.585,0.511,,0.576,0.091,0.019,1.0,0.314,0.0,0.776,
curryed01,0.0,0.0,,0.0,99.0,0.127,0.604,0.317,0.136,0.496,0.423,1.0,0.514,0.12,0.026,0.999,0.338,0.001,0.726,1.0
curryed01,0.0,0.0,,,137.0,0.199,0.677,0.225,0.364,0.538,0.411,,0.56,0.11,0.03,1.0,0.3,0.0,0.723,
curryed01,0.0,0.0,,,131.0,0.246,0.652,0.6,0.0,0.563,0.331,,0.709,0.017,0.002,1.0,0.273,0.0,0.688,
curryed01,0.0,0.0,1.0,1.0,129.0,0.136,0.667,0.29,0.333,0.575,0.432,1.0,0.63,0.031,0.006,0.999,0.333,0.001,0.646,1.0
curryed01,0.0,0.0,,,78.0,0.149,0.642,0.261,0.0,0.546,0.416,,0.621,0.042,0.009,1.0,0.327,0.0,0.646,
curryed01,0.0,0.0,,,0.0,0.0,1.0,,,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.5,
curryed01,0.0,0.0,,,0.0,0.0,0.3,,,0.381,0.455,,0.476,0.0,0.0,1.0,0.524,0.0,0.375,
curryed01,,,,,,,,,,,,,,,,,,,,
curryed01,0.0,0.0,,,5.0,0.192,0.5,0.0,,0.462,0.4,,0.769,0.038,0.0,1.0,0.192,0.0,0.667,
